x	 y
3.0201884253028264	 -0.7386569872958257
3.0740242261103634	 -0.6206896551724137
3.1211305518169583	 -0.5117967332123412
3.1749663526244953	 -0.43012704174228666
3.2220726783310902	 -0.3303085299455535
3.2759084791386273	 -0.2304900181488203
3.323014804845222	 -0.13974591651542645
3.376850605652759	 -0.05807622504537191
3.423956931359354	 0.023593466424682408
3.471063257065949	 0.11433756805807649
3.524899057873486	 0.1960072595281308
3.578734858681023	 0.2686025408348458
3.625841184387618	 0.3502722323049001
3.672947510094213	 0.42286751361161556
3.7200538358008073	 0.49546279491833056
3.7738896366083443	 0.5771324863883849
3.8277254374158813	 0.6497277676950999
3.8748317631224767	 0.7132486388384756
3.921938088829071	 0.7858439201451906
3.9825033647375507	 0.858439201451906
4.0228802153432035	 0.9219600725952817
4.0767160161507405	 0.9854809437386574
4.123822341857335	 1.049001814882033
4.17092866756393	 1.103448275862069
4.218034993270525	 1.1669691470054446
4.278600269179004	 1.221415607985481
4.325706594885599	 1.2758620689655173
4.372812920592194	 1.339382940108893
4.426648721399731	 1.3938294010889294
4.467025572005383	 1.430127041742287
4.52086137281292	 1.4754990925589837
4.574697173620457	 1.5390199637023594
4.6218034993270525	 1.5843920145190564
4.6756393001345895	 1.6297640653357535
4.722745625841185	 1.6660617059891107
4.776581426648722	 1.720508166969147
4.823687752355316	 1.7658802177858441
4.870794078061911	 1.8021778584392019
4.924629878869448	 1.8294010889292198
4.971736204576043	 1.8747731397459169
5.02557200538358	 1.9201451905626135
5.0726783310901755	 1.9382940108892925
5.11978465679677	 1.9745916515426498
5.166890982503364	 2.0199637023593473
5.2207267833109015	 2.038112522686026
5.267833109017497	 2.074410163339383
5.321668909825034	 2.1107078039927405
5.368775235531629	 2.137931034482759
5.415881561238224	 2.1651542649727773
5.469717362045761	 2.2014519056261346
5.516823687752355	 2.219600725952813
5.56393001345895	 2.2558983666061705
5.624495289367429	 2.27404718693285
5.678331090174966	 2.3103448275862073
5.7254374158815615	 2.319419237749546
5.772543741588156	 2.364791288566243
5.826379542395693	 2.382940108892922
5.866756393001346	 2.4101633393829403
5.913862718707941	 2.4373865698729587
5.9811574697173615	 2.473684210526316
6.028263795423957	 2.4827586206896557
6.06864064602961	 2.509981851179673
6.115746971736204	 2.5281306715063527
6.169582772543741	 2.5462794918330314
6.223418573351278	 2.56442831215971
6.277254374158815	 2.6007259528130673
6.317631224764469	 2.618874773139746
6.371467025572006	 2.655172413793104
6.4185733512786	 2.655172413793104
6.458950201884253	 2.6914700544464614
6.51278600269179	 2.7186932849364798
6.580080753701211	 2.7277676950998186
6.640646029609691	 2.7822141560798554
6.681022880215343	 2.7912885662431943
6.714670255720054	 2.845735027223231
6.768506056527591	 3.181488203266788
6.829071332436071	 3.1270417422867514
6.8694481830417224	 2.9274047186932854
6.930013458950202	 2.8820326678765884
6.990578734858682	 2.8729582577132486
7.010767160161508	 2.8911070780399273
7.057873485868102	 2.909255898366607
7.111709286675639	 2.954627949183303
7.172274562584119	 2.9637023593466427
7.226110363391656	 2.9818511796733214
7.27321668909825	 3.0090744101633398
7.353970390309556	 3.0090744101633398
7.454912516823688	 3.054446460980037
7.528936742934051	 3.099818511796734
7.562584118438762	 3.1179673321234125
7.629878869448183	 3.1542649727767698
7.676985195154778	 3.1542649727767698
7.804845222072679	 3.181488203266788
7.737550471063257	 3.181488203266788
7.865410497981157	 3.2540834845735027
7.939434724091521	 3.2722323049001814
7.959623149394347	 3.235934664246824
8.006729475100943	 3.2177858439201454
