Kra 5	
E, GeV				E^2 dN/dE, GeV s-1 cm2
2.74414976599064	-6.73895582329317
3.06240249609984	-6.88353413654619
3.43681747269891	-7.06024096385542
3.78627145085803	-7.21686746987952
4.22932917316693	-7.40562248995984
4.56630265210608	-7.56224899598394
4.86583463338534	-7.72690763052209
5.14040561622465	-7.90763052208835
5.34633385335413	-8.10441767068273
5.48985959438378	-8.27710843373494

