Kra 50	
E, GeV				E^2 dN/dE, GeV s-1 cm2
2.78783151326053	-6.92771084337349
3.09360374414977	-7.08032128514056
3.44929797191888	-7.23293172690763
3.77379095163807	-7.37349397590361
4.08580343213729	-7.4859437751004
4.44773790951638	-7.5863453815261
4.79095163806552	-7.71084337349398
5.08424336973479	-7.85943775100402
5.35257410296412	-8.03614457831325
5.57722308892356	-8.18875502008032
5.74570982839314	-8.30120481927711

